epoch,accuracy,dice_coef,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
0,0.9468293190002441,0.46128618717193604,0.5631892085075378,1e-04,0.7559146881103516,0.9585719108581543,0.9371495246887207,0.9866417646408081,0.959306001663208,0.42582905292510986,0.6186780333518982,0.6795400381088257,0.959460437297821,0.9587624073028564,0.9864915609359741
1,0.9641015529632568,0.6040143370628357,0.4031199812889099,1e-04,0.7646067142486572,0.9654936790466309,0.9619434475898743,0.9885311126708984,0.974449098110199,0.678174614906311,0.34282809495925903,0.8677178621292114,0.974345862865448,0.9737074971199036,0.9914529919624329
2,0.971784770488739,0.6631201505661011,0.34722989797592163,1e-04,0.7817144393920898,0.9716933965682983,0.9710130095481873,0.9905697703361511,0.9716475009918213,0.6749036312103271,0.33653315901756287,0.8713996410369873,0.9713560938835144,0.9710220694541931,0.9904595017433167
3,0.9773024916648865,0.7055509090423584,0.30592817068099976,1e-04,0.8221925497055054,0.9770136475563049,0.9767094850540161,0.9923416972160339,0.9740595817565918,0.7036667466163635,0.30384382605552673,0.8055557012557983,0.9738308787345886,0.9734151363372803,0.9912802577018738
4,0.9783043265342712,0.7148721218109131,0.29428568482398987,1e-04,0.8117733597755432,0.9780030250549316,0.9777340292930603,0.9926695823669434,0.9777826070785522,0.7108941674232483,0.2958821952342987,0.887585461139679,0.9775317311286926,0.9772562980651855,0.9925140738487244
5,0.9799488186836243,0.7268937230110168,0.28888773918151855,1e-04,0.854488730430603,0.9796274304389954,0.979452908039093,0.9932113885879517,0.9828202724456787,0.7517994046211243,0.2640739679336548,0.8943752646446228,0.9825243353843689,0.9823977947235107,0.9941777586936951
6,0.9811984896659851,0.7418206334114075,0.276082307100296,1e-04,0.8636385202407837,0.9808689951896667,0.9807306528091431,0.9936249256134033,0.9834770560264587,0.7694622278213501,0.2670190930366516,0.8410938382148743,0.9831732511520386,0.9831221699714661,0.994394838809967
7,0.9826751947402954,0.7510519623756409,0.26350921392440796,1e-04,0.8721491098403931,0.9823409914970398,0.9822173714637756,0.994116485118866,0.9811854362487793,0.7459482550621033,0.2640252113342285,0.9209499359130859,0.9808979630470276,0.9808076620101929,0.9936361312866211
8,0.9859933257102966,0.7815552353858948,0.24093440175056458,2e-05,0.9155608415603638,0.98562091588974,0.9855674505233765,0.9952081441879272,0.9857742786407471,0.7944810390472412,0.23652726411819458,0.9177426695823669,0.9854149222373962,0.9853713512420654,0.9951379895210266
9,0.9867221713066101,0.7857648134231567,0.23226387798786163,2e-05,0.9196335077285767,0.9863412380218506,0.9862884283065796,0.9954485893249512,0.9862490296363831,0.780220627784729,0.23639243841171265,0.9122390747070312,0.9858920574188232,0.9858461022377014,0.9952993392944336
10,0.9876012206077576,0.7944451570510864,0.22527818381786346,2e-05,0.9277666211128235,0.9872251152992249,0.9871678352355957,0.9957422614097595,0.9871575832366943,0.7874755263328552,0.2331351339817047,0.9192097187042236,0.9867992401123047,0.9867568016052246,0.9956008791923523
11,0.9877485632896423,0.7861988544464111,0.23429353535175323,2e-05,0.9242163896560669,0.9873852133750916,0.9873188138008118,0.9957970976829529,0.9876186847686768,0.7903550267219543,0.23040159046649933,0.9309489727020264,0.9872735738754272,0.9872424006462097,0.995760440826416
12,0.9871641397476196,0.8044131398200989,0.2238590270280838,2e-05,0.9538478255271912,0.9868527054786682,0.9868423938751221,0.9956199526786804,0.9874100089073181,0.8128424882888794,0.20564360916614532,0.9594086408615112,0.9870952367782593,0.9871078133583069,0.995700478553772
13,0.9874076843261719,0.8076106905937195,0.20955844223499298,2e-05,0.9548373222351074,0.9870691299438477,0.9870693683624268,0.9956912398338318,0.9876710176467896,0.8125367164611816,0.20493152737617493,0.9538748860359192,0.9873414039611816,0.9873455166816711,0.995782732963562
14,0.9887019395828247,0.8228580355644226,0.19148670136928558,2e-05,0.9545544385910034,0.988351583480835,0.9883518218994141,0.9961191415786743,0.9867340922355652,0.8060860633850098,0.2186756581068039,0.9680900573730469,0.9864640235900879,0.9864834547042847,0.9954910278320312
15,0.9869425296783447,0.8098101019859314,0.21651582419872284,2e-05,0.943581223487854,0.9865964651107788,0.9865988492965698,0.9955335259437561,0.9868742823600769,0.8164967894554138,0.19950638711452484,0.9443193078041077,0.9865270256996155,0.9865386486053467,0.995511531829834
16,0.9876488447189331,0.8195497989654541,0.19784650206565857,2e-05,0.9487395882606506,0.9872913956642151,0.9872948527336121,0.995765209197998,0.9878779053688049,0.8206542730331421,0.1941687911748886,0.9562450647354126,0.987533450126648,0.9875466823577881,0.9958471655845642
17,0.9877132773399353,0.8191365599632263,0.19803674519062042,2e-05,0.9447606205940247,0.9873547554016113,0.9873598217964172,0.9957869648933411,0.9875346422195435,0.8249987959861755,0.19041205942630768,0.9451578855514526,0.9872046709060669,0.9872245192527771,0.9957379698753357
18,0.9885918498039246,0.8279862999916077,0.18583671748638153,2e-05,0.9474083185195923,0.9882256388664246,0.9882320761680603,0.9960763454437256,0.9887886643409729,0.831174373626709,0.18136802315711975,0.9562889337539673,0.9884394407272339,0.9884548783302307,0.9961482882499695
19,0.9885247945785522,0.8227671980857849,0.19263817369937897,2e-05,0.9491229057312012,0.9881521463394165,0.9881609678268433,0.9960532784461975,0.9879518151283264,0.8177064061164856,0.19375625252723694,0.9613695740699768,0.9876641631126404,0.9876760840415955,0.9958903789520264
20,0.9882550835609436,0.8281658291816711,0.18723377585411072,2e-05,0.9422916769981384,0.9878923892974854,0.9879008531570435,0.9959663152694702,0.9883579015731812,0.8246109485626221,0.18659493327140808,0.9537047743797302,0.9880185127258301,0.9880326986312866,0.9960088729858398
21,0.9891723394393921,0.836509644985199,0.17369011044502258,4e-06,0.9499020576477051,0.9887851476669312,0.9887927770614624,0.9962629079818726,0.9887502789497375,0.8314362168312073,0.17948676645755768,0.9574459791183472,0.9884127974510193,0.9884296655654907,0.9961405396461487
22,0.9892432689666748,0.8347392678260803,0.17920340597629547,4e-06,0.9512925148010254,0.9888508915901184,0.988860547542572,0.9962858557701111,0.9884849786758423,0.8298090100288391,0.18012911081314087,0.9543390870094299,0.9881357550621033,0.9881518483161926,0.996048092842102
23,0.9893590211868286,0.8358781933784485,0.17515121400356293,4e-06,0.951270580291748,0.9889691472053528,0.9889813661575317,0.9963254928588867,0.9887954592704773,0.8333536982536316,0.17774714529514313,0.9550371766090393,0.9884475469589233,0.9884620904922485,0.9961502552032471
24,0.9894365668296814,0.8324658870697021,0.1804901510477066,4e-06,0.9523792266845703,0.9890516996383667,0.989057719707489,0.9963522553443909,0.9888991713523865,0.830910861492157,0.17970356345176697,0.9586007595062256,0.9885571002960205,0.9885738492012024,0.9961874485015869
25,0.9897698163986206,0.8435976505279541,0.16746488213539124,4e-06,0.9542747735977173,0.9893702268600464,0.9893768429756165,0.9964580535888672,0.9888668060302734,0.8349926471710205,0.17630432546138763,0.953842043876648,0.9885073304176331,0.9885219931602478,0.9961714148521423
26,0.9895381331443787,0.8322314620018005,0.17903095483779907,4e-06,0.9554451704025269,0.9891482591629028,0.9891605973243713,0.9963842630386353,0.9889090061187744,0.8296232223510742,0.18150119483470917,0.9553700685501099,0.9885465502738953,0.9885591864585876,0.9961844682693481
27,0.9899759888648987,0.8433529138565063,0.16787806153297424,4e-06,0.9605013132095337,0.9895915985107422,0.9896019697189331,0.9965325593948364,0.9886525273323059,0.8340385556221008,0.17612886428833008,0.9635093808174133,0.9883189797401428,0.9883382320404053,0.9961087107658386
