epoch,accuracy,dice_coef,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
0,0.9454022645950317,0.36189693212509155,0.6526793241500854,1e-04,0.7446187734603882,0.9609767198562622,0.9325283169746399,0.987483561038971,0.9449235200881958,0.40102148056030273,0.6051977276802063,0.7900810241699219,0.9541444778442383,0.939803957939148,0.9848671555519104
1,0.9637213349342346,0.4693562090396881,0.5433965921401978,1e-04,0.7879313826560974,0.9664783477783203,0.9614576697349548,0.9888739585876465,0.9697791934013367,0.5694077610969543,0.4330542981624603,0.8538984060287476,0.9700531363487244,0.9690356850624084,0.9900258779525757
2,0.9752481579780579,0.6048837304115295,0.4144877791404724,1e-04,0.865934431552887,0.9753127098083496,0.9746955037117004,0.9917762279510498,0.9817424416542053,0.6310681104660034,0.3869428038597107,0.9284955859184265,0.9816384315490723,0.981304943561554,0.9938801527023315
3,0.9773984551429749,0.6355358362197876,0.3811407685279846,1e-04,0.8491436243057251,0.9773455858230591,0.9768733382225037,0.9924532771110535,0.9823136925697327,0.6812352538108826,0.3411013185977936,0.9144179821014404,0.9821179509162903,0.9819343090057373,0.9940412044525146
4,0.9810302257537842,0.6769317984580994,0.3550664186477661,1e-04,0.9126445055007935,0.980902910232544,0.9806289076805115,0.9936370849609375,0.9804214835166931,0.6918620467185974,0.3441128432750702,0.9292961359024048,0.9802217483520508,0.9800773859024048,0.9934107661247253
5,0.9789342880249023,0.6700859069824219,0.35684528946876526,1e-04,0.9004074335098267,0.9787676930427551,0.978580892086029,0.9929254651069641,0.9750669002532959,0.6826739311218262,0.35369059443473816,0.9006829261779785,0.9748579263687134,0.9746235609054565,0.9916238784790039
6,0.983153760433197,0.7047033905982971,0.3251030445098877,2e-05,0.9289106130599976,0.9829148054122925,0.9828177690505981,0.9943065047264099,0.9852154850959778,0.7427853345870972,0.28167474269866943,0.9285513162612915,0.9849347472190857,0.9848860502243042,0.9949823617935181
7,0.9868300557136536,0.7509140968322754,0.27006956934928894,2e-05,0.9375925064086914,0.9865625500679016,0.9865008592605591,0.9955227375030518,0.9870803952217102,0.7595140337944031,0.2630300521850586,0.9323263168334961,0.9867883324623108,0.9867579936981201,0.9955993890762329
8,0.9869643449783325,0.7473553419113159,0.2747792899608612,2e-05,0.9402748942375183,0.9867031574249268,0.9866580963134766,0.9955691695213318,0.987319827079773,0.7516846656799316,0.2709164023399353,0.9387542009353638,0.9870968461036682,0.9870355129241943,0.995701253414154
9,0.9869775772094727,0.7597211599349976,0.26509857177734375,2e-05,0.9367706775665283,0.986717700958252,0.9866631627082825,0.9955754280090332,0.9888274073600769,0.773964524269104,0.2514980137348175,0.9521348476409912,0.98855060338974,0.9885264039039612,0.9961851239204407
10,0.988161563873291,0.7646658420562744,0.2564161717891693,2e-05,0.9420446157455444,0.9878861904144287,0.9878507852554321,0.9959632158279419,0.9886532425880432,0.7847375869750977,0.2465343177318573,0.9632588624954224,0.9883993268013,0.9883829951286316,0.9961352944374084
11,0.9879142045974731,0.7750163674354553,0.252019464969635,2e-05,0.9479691982269287,0.9876649379730225,0.9876394271850586,0.9958899021148682,0.988397479057312,0.7864522933959961,0.23765748739242554,0.9496272802352905,0.9881421327590942,0.9881197214126587,0.9960513710975647
12,0.9879832863807678,0.7917937636375427,0.22528745234012604,2e-05,0.9402740597724915,0.9877163767814636,0.9876986742019653,0.9959082007408142,0.9880214333534241,0.7915655374526978,0.22381651401519775,0.9561288356781006,0.987766683101654,0.9877611398696899,0.9959270358085632
13,0.9879284501075745,0.785425066947937,0.23315046727657318,2e-05,0.9422708749771118,0.987674355506897,0.9876601099967957,0.9958938956260681,0.9879191517829895,0.7968761920928955,0.21931298077106476,0.9272204637527466,0.9876468777656555,0.9876474142074585,0.9958863258361816
14,0.9882123470306396,0.7846415638923645,0.2349603921175003,2e-05,0.936469554901123,0.9879326820373535,0.987913966178894,0.9959797263145447,0.9887978434562683,0.8058955669403076,0.2094055563211441,0.9512523412704468,0.9885390400886536,0.9885455965995789,0.9961812496185303
15,0.9881075024604797,0.790333092212677,0.22549353539943695,2e-05,0.9366995692253113,0.987857460975647,0.9878501296043396,0.9959542751312256,0.9885132312774658,0.8001771569252014,0.21698205173015594,0.9206476211547852,0.9882452487945557,0.9882513284683228,0.9960838556289673
16,0.9879012703895569,0.7855022549629211,0.2348988652229309,2e-05,0.926421046257019,0.9876471757888794,0.9876385927200317,0.9958837032318115,0.9880803227424622,0.8007929921150208,0.2150764912366867,0.9197878837585449,0.9877964854240417,0.9877945184707642,0.9959356188774109
17,0.989085853099823,0.804871678352356,0.20689095556735992,4e-06,0.9244143962860107,0.9887935519218445,0.9887784719467163,0.9962673783302307,0.9890358448028564,0.8040674328804016,0.20996271073818207,0.9379434585571289,0.9887621402740479,0.9887616634368896,0.9962566494941711
18,0.9893726110458374,0.8088921308517456,0.2043859213590622,4e-06,0.9366940259933472,0.9890957474708557,0.9890844821929932,0.9963670372962952,0.9892556071281433,0.8032999038696289,0.21297632157802582,0.9485699534416199,0.9889955520629883,0.989003598690033,0.9963335394859314
19,0.9901888370513916,0.8113494515419006,0.20039886236190796,1e-06,0.9394184947013855,0.9899136424064636,0.9899094700813293,0.996638834476471,0.9893850684165955,0.8078837394714355,0.2066497653722763,0.94130539894104,0.989111602306366,0.9891176223754883,0.9963729381561279
20,0.9898876547813416,0.8169875144958496,0.19594387710094452,1e-06,0.9339405298233032,0.9896049499511719,0.9895960688591003,0.9965369701385498,0.9895598292350769,0.8086368441581726,0.20541799068450928,0.9446485042572021,0.9892851114273071,0.9892906546592712,0.9964310526847839
21,0.9896634221076965,0.8090216517448425,0.2040553092956543,1e-06,0.9364293813705444,0.9893903732299805,0.9893807768821716,0.9964650273323059,0.9895354509353638,0.8106529116630554,0.20302942395210266,0.9432300329208374,0.9892561435699463,0.9892591238021851,0.9964194893836975
22,0.9897404313087463,0.8128739595413208,0.19785605370998383,1e-06,0.9364515542984009,0.9894499182701111,0.9894363284111023,0.99648517370224,0.9895702600479126,0.8108360767364502,0.20236703753471375,0.9448520541191101,0.9892920851707458,0.9892948269844055,0.9964333176612854
23,0.9898426532745361,0.8131354451179504,0.19772396981716156,1e-06,0.9371216893196106,0.9895549416542053,0.9895418882369995,0.9965213537216187,0.9895474314689636,0.8120579719543457,0.20243574678897858,0.9454231858253479,0.9892726540565491,0.9892768263816833,0.9964277744293213
24,0.9896494150161743,0.8138192296028137,0.199308842420578,1e-06,0.940981924533844,0.9893660545349121,0.9893613457679749,0.9964574575424194,0.9895601868629456,0.8122349977493286,0.20132361352443695,0.943498969078064,0.9892823696136475,0.9892867803573608,0.9964302778244019
25,0.9894221425056458,0.8087964653968811,0.20564332604408264,1e-06,0.9365794062614441,0.9891389012336731,0.9891364574432373,0.9963815212249756,0.9895749688148499,0.8115217089653015,0.2014896273612976,0.9412922859191895,0.9893001914024353,0.9893062710762024,0.9964351058006287
26,0.9899329543113708,0.8165774345397949,0.19552475214004517,1e-06,0.9357720613479614,0.9896495342254639,0.9896466135978699,0.9965518116950989,0.9894511103630066,0.8129007816314697,0.20063476264476776,0.9391058683395386,0.9891750812530518,0.9891808032989502,0.9963932037353516
27,0.9901083707809448,0.8172703981399536,0.19376854598522186,1e-06,0.9380888938903809,0.9898289442062378,0.9898211359977722,0.9966110587120056,0.9894689321517944,0.8121958374977112,0.20097661018371582,0.9410536289215088,0.989194393157959,0.9892027974128723,0.996400773525238
28,0.9898656010627747,0.8134896159172058,0.19734911620616913,1e-06,0.9362454414367676,0.9895757436752319,0.9895710945129395,0.996528148651123,0.9896044135093689,0.8116781115531921,0.2010943442583084,0.9393235445022583,0.9893283247947693,0.9893347024917603,0.9964450597763062
